order_id,customer_id,customer_state,customer_city,order_status,order_purchase_timestamp,order_approved_at,order_delivered_customer_date,order_estimated_delivery_date,is_late,delivery_days,promised_days,n_items,total_price,total_freight,freight_to_price_ratio,cross_state,product_category,avg_review_score
O01216,C01900,MS,três lagoas,delivered,2017-01-20 09:38:54,2017-01-21 23:38:54,2017-02-14 09:38:54,2017-01-29 09:38:54,1,25,9,1,497.14,46.12,0.0928,1,papelaria,3.0
O01224,C00287,ES,serra,delivered,2017-08-09 13:07:38,2017-08-11 10:07:38,2017-08-28 13:07:38,2017-08-18 13:07:38,1,19,9,1,442.95,48.99,0.1106,1,eletronicos,3.0
O01245,C01266,PB,patos,delivered,2018-03-06 14:13:57,2018-03-06 16:13:57,2018-04-02 14:13:57,2018-03-31 14:13:57,1,27,25,1,51.18,18.78,0.3669,1,moveis_colchao_estofado,5.0
O01246,C01952,SE,aracaju,delivered,2017-06-15 00:35:30,2017-06-15 09:35:30,2017-06-26 00:35:30,2017-06-21 00:35:30,1,11,6,2,383.09,62.87,0.1644,1,moveis_decoracao,1.0
O01256,C00169,MS,corumba,delivered,2018-08-19 15:18:50,2018-08-19 18:18:50,2018-08-31 15:18:50,2018-09-13 15:18:50,0,12,25,1,269.66,42.94,0.1592,0,casa_garagem,4.0
O01260,C00393,RN,caico,delivered,2016-10-07 03:20:54,2016-10-08 22:20:54,2016-10-22 03:20:54,2016-10-21 03:20:54,1,15,14,3,668.96,79.12,0.4033,1,artigos_nautica,1.0
O01295,C01676,RJ,duque de caxias,delivered,2016-10-13 08:40:53,2016-10-14 09:40:53,2016-10-30 08:40:53,2016-10-20 08:40:53,1,17,7,1,206.71,27.38,0.1325,1,moveis_quarto,5.0
O01307,C01464,MS,ponta pora,delivered,2018-08-05 21:05:17,2018-08-06 14:05:17,2018-08-13 21:05:17,2018-08-22 21:05:17,0,8,17,1,142.17,11.65,0.0819,1,moveis_quarto,4.0
O01311,C00301,PE,petrolina,delivered,2018-01-27 04:28:57,2018-01-28 17:28:57,2018-01-30 04:28:57,2018-02-17 04:28:57,0,3,21,1,86.91,21.83,0.2512,1,moveis_sala,5.0
O01312,C01818,RN,mossoro,delivered,2017-12-25 22:28:28,2017-12-27 11:28:28,2018-01-24 22:28:28,2018-01-05 22:28:28,1,30,11,1,361.35,49.2,0.1362,1,papelaria,3.0
O01315,C00836,RR,rorainopolis,delivered,2016-10-06 16:02:08,2016-10-08 04:02:08,2016-10-21 16:02:08,2016-10-31 16:02:08,0,15,25,2,551.73,67.4,0.116,1,eletronicos,5.0
O01324,C00192,PI,campo maior,delivered,2018-04-18 02:10:07,2018-04-19 15:10:07,2018-05-04 02:10:07,2018-05-13 02:10:07,0,16,25,4,902.11,112.59,0.2683,1,ferramentas_jardim,5.0
O01326,C00202,CE,maracanau,delivered,2017-04-15 08:44:39,2017-04-15 21:44:39,2017-04-28 08:44:39,2017-05-08 08:44:39,0,13,23,1,348.97,28.14,0.0806,1,pc_gamer,5.0
O01334,C00099,AP,porto grande,delivered,2016-12-12 20:57:04,2016-12-13 21:57:04,2017-01-03 20:57:04,2017-01-06 20:57:04,0,22,25,3,738.39,117.8,0.1756,1,beleza_saude,5.0
O01343,C01636,CE,sobral,delivered,2017-01-22 00:36:01,2017-01-24 00:36:01,2017-02-17 00:36:01,2017-02-16 00:36:01,1,26,25,2,583.89,35.47,0.0901,1,malas_acessorios,3.0
O01354,C01771,PI,campo maior,delivered,2018-01-15 19:09:28,2018-01-15 23:09:28,2018-01-30 19:09:28,2018-01-29 19:09:28,1,15,14,3,1118.53,58.45,0.0587,1,alimentos_bebidas,2.0
O01358,C01518,ES,serra,delivered,2018-10-17 04:36:42,2018-10-18 23:36:42,2018-10-25 04:36:42,2018-10-24 04:36:42,1,8,7,3,617.02,49.27,0.089,1,casa_construcao,3.0
O01361,C01906,BA,itabuna,delivered,2018-06-15 05:48:12,2018-06-15 16:48:12,2018-06-28 05:48:12,2018-07-05 05:48:12,0,13,20,1,212.98,47.81,0.2245,1,papelaria,1.0
O01369,C00748,AM,manaus,delivered,2016-09-04 11:56:26,2016-09-05 12:56:26,2016-09-09 11:56:26,2016-09-14 11:56:26,0,5,10,2,537.77,83.26,0.2293,1,carnes,5.0
O01376,C01956,ES,cariacica,delivered,2016-11-01 06:14:11,2016-11-02 18:14:11,2016-11-28 06:14:11,2016-11-14 06:14:11,1,27,13,1,288.18,32.99,0.1145,1,casa_garagem,2.0
O01377,C00482,RR,alto alegre,delivered,2018-06-30 22:06:38,2018-07-02 14:06:38,2018-07-12 22:06:38,2018-07-22 22:06:38,0,12,22,2,226.15,67.74,0.3468,1,fashion_bolsas,5.0
O01379,C01636,CE,sobral,delivered,2016-10-23 16:17:41,2016-10-25 07:17:41,2016-11-02 16:17:41,2016-11-14 16:17:41,0,10,22,1,231.64,30.34,0.131,1,moveis_presentes,1.0
O01403,C00365,RR,rorainopolis,delivered,2018-02-16 09:02:27,2018-02-17 10:02:27,2018-03-09 09:02:27,2018-02-26 09:02:27,1,21,10,1,123.88,16.81,0.1357,1,livros_interesse,2.0
O01410,C01277,TO,porto nacional,delivered,2017-03-06 09:05:44,2017-03-08 05:05:44,2017-04-04 09:05:44,2017-03-29 09:05:44,1,29,23,1,381.47,32.44,0.085,1,casa_limpeza,3.0
O01423,C01142,ES,linhares,delivered,2018-06-28 02:39:17,2018-06-29 05:39:17,2018-07-11 02:39:17,2018-07-21 02:39:17,0,13,23,1,376.16,49.47,0.1315,1,sinalizacao_seguranca,4.0
O01430,C00279,MT,cuiaba,delivered,2016-09-10 17:17:54,2016-09-10 20:17:54,2016-10-08 17:17:54,2016-09-24 17:17:54,1,28,14,1,394.61,39.72,0.1007,1,perfumaria,2.0
O01444,C01243,RS,canoas,delivered,2017-04-11 11:21:10,2017-04-13 05:21:10,2017-04-23 11:21:10,2017-05-05 11:21:10,0,12,24,1,301.96,12.85,0.0426,1,casa_cozinha,5.0
O01474,C01401,RN,natal,delivered,2017-07-25 03:12:18,2017-07-27 00:12:18,2017-08-19 03:12:18,2017-08-10 03:12:18,1,25,16,1,120.39,49.11,0.4079,1,casa_outros,5.0
O01475,C01367,PA,castanhal,delivered,2018-03-10 03:30:20,2018-03-10 15:30:20,2018-03-30 03:30:20,2018-03-27 03:30:20,1,20,17,4,1328.03,66.23,0.0601,1,cds_dvds_musicais,2.0
O01485,C00815,AM,coari,delivered,2016-11-15 05:05:47,2016-11-16 22:05:47,2016-11-22 05:05:47,2016-11-23 05:05:47,0,7,8,3,1092.82,100.96,0.1068,1,casa_conforto_2,2.0
O01496,C01281,AM,parintins,delivered,2017-04-07 10:21:57,2017-04-08 08:21:57,2017-04-28 10:21:57,2017-04-22 10:21:57,1,21,15,1,333.76,8.61,0.0258,1,informatica_acessorios,1.0
O01499,C01720,AC,sena madureira,delivered,2016-12-12 13:18:48,2016-12-14 13:18:48,2016-12-15 13:18:48,2016-12-23 13:18:48,0,3,11,1,57.15,16.13,0.2822,1,casa_construcao,1.0
O01503,C00669,RS,canoas,delivered,2018-03-24 15:13:00,2018-03-25 16:13:00,2018-03-31 15:13:00,2018-04-04 15:13:00,0,7,11,1,419.99,50.0,0.1191,1,moveis_jardim,4.0
O01511,C01696,PE,caruaru,delivered,2016-09-12 18:30:31,2016-09-13 09:30:31,2016-10-12 18:30:31,2016-09-26 18:30:31,1,30,14,1,431.94,30.33,0.0702,1,carnes,3.0
O01515,C00133,CE,maracanau,delivered,2018-03-31 03:42:25,2018-04-01 08:42:25,2018-04-27 03:42:25,2018-04-16 03:42:25,1,27,16,2,465.93,77.11,0.1836,1,fashion_esporte,2.0
O01518,C00890,PA,maraba,delivered,2016-09-05 05:51:26,2016-09-05 13:51:26,2016-09-09 05:51:26,2016-09-13 05:51:26,0,4,8,1,212.44,24.11,0.1135,1,portateis_casa_forno_cafe,4.0
O01553,C00105,MT,rondonopolis,delivered,2018-08-17 17:41:56,2018-08-19 04:41:56,2018-08-23 17:41:56,2018-08-24 17:41:56,0,6,7,3,607.46,91.42,0.167,1,casa_garagem,3.0
O01554,C00842,AL,arapiraca,delivered,2016-11-25 07:39:28,2016-11-25 18:39:28,2016-12-19 07:39:28,2016-11-30 07:39:28,1,24,5,1,11.86,36.27,3.0582,1,alimentos_bebidas,1.0
O01574,C01843,RR,mucajai,delivered,2017-09-21 10:16:04,2017-09-21 22:16:04,2017-10-15 10:16:04,2017-10-13 10:16:04,1,24,22,1,452.95,13.55,0.0299,1,moveis_cozinha,3.0
O01590,C00437,SC,sao jose,delivered,2018-09-09 01:23:56,2018-09-11 00:23:56,2018-09-12 01:23:56,2018-09-24 01:23:56,0,3,15,2,609.9,40.15,0.0664,1,casa_banheiro,5.0
O01594,C01537,SE,estancia,delivered,2017-12-14 06:39:47,2017-12-15 14:39:47,2017-12-20 06:39:47,2018-01-07 06:39:47,0,6,24,1,436.83,29.59,0.0677,1,fashion_esporte,5.0
O01596,C01428,AL,penedo,delivered,2017-11-24 04:22:27,2017-11-24 22:22:27,2017-12-15 04:22:27,2017-12-12 04:22:27,1,21,18,2,289.55,48.96,0.2524,1,fashion_bolsas,4.0
O01606,C01162,DF,ceilandia,delivered,2017-12-30 05:15:48,2018-01-01 02:15:48,2018-01-04 05:15:48,2018-01-14 05:15:48,0,5,15,2,810.7,59.62,0.0754,1,carnes,5.0
O01625,C00813,CE,fortaleza,delivered,2018-02-01 20:30:00,2018-02-03 11:30:00,2018-02-11 20:30:00,2018-02-07 20:30:00,1,10,6,1,68.5,5.47,0.0799,1,papelaria,3.0
O01635,C00402,RO,vilhena,delivered,2017-01-01 22:15:36,2017-01-02 10:15:36,2017-01-15 22:15:36,2017-01-20 22:15:36,0,14,19,1,223.59,42.86,0.1917,1,construcao_ferramentas,4.0
O01647,C01915,MT,tangara da serra,delivered,2018-07-28 02:07:22,2018-07-28 21:07:22,2018-08-19 02:07:22,2018-08-17 02:07:22,1,22,20,1,393.26,49.96,0.127,1,casa_escritorio,3.0
O01668,C01395,RN,mossoro,delivered,2017-04-02 15:30:03,2017-04-03 08:30:03,2017-04-06 15:30:03,2017-04-09 15:30:03,0,4,7,2,505.07,58.29,0.1577,1,instrumentos_musicais,2.0
O01674,C01776,MT,sinop,delivered,2016-11-16 16:52:28,2016-11-18 14:52:28,2016-11-25 16:52:28,2016-11-26 16:52:28,0,9,10,1,133.18,49.8,0.3739,1,artes,5.0
O01689,C01877,MA,imperatriz,delivered,2018-03-31 06:42:23,2018-04-01 02:42:23,2018-04-25 06:42:23,2018-04-07 06:42:23,1,25,7,2,677.07,62.66,0.0924,1,casa_limpeza,5.0
O01698,C00994,MS,três lagoas,delivered,2016-12-22 20:30:29,2016-12-23 20:30:29,2017-01-19 20:30:29,2017-01-14 20:30:29,1,28,23,1,269.21,20.37,0.0757,1,ferramentas_jardim,3.0
O01700,C00931,BA,ilheus,delivered,2018-04-09 17:36:47,2018-04-09 19:36:47,2018-04-19 17:36:47,2018-04-18 17:36:47,1,10,9,1,258.41,9.04,0.035,1,artes,2.0
O01702,C00931,BA,ilheus,delivered,2017-06-18 03:21:49,2017-06-19 04:21:49,2017-06-23 03:21:49,2017-07-10 03:21:49,0,5,22,2,553.44,84.91,0.1531,1,casa_conforto,5.0
O01709,C01236,SC,florianopolis,delivered,2018-09-12 19:31:55,2018-09-13 17:31:55,2018-09-17 19:31:55,2018-10-01 19:31:55,0,5,19,1,444.32,20.75,0.0467,1,fashion_calcados,3.0
O01714,C00037,PB,santa rita,delivered,2016-11-17 07:58:18,2016-11-17 12:58:18,2016-11-27 07:58:18,2016-12-02 07:58:18,0,10,15,3,891.62,124.02,0.1612,1,casa_construcao,4.0
O01723,C01251,RS,caxias do sul,delivered,2017-06-04 12:19:49,2017-06-05 18:19:49,2017-06-10 12:19:49,2017-06-11 12:19:49,0,6,7,2,205.45,35.62,0.2533,1,casa_escritorio,5.0
O01733,C01965,BA,itabuna,delivered,2017-04-08 10:12:24,2017-04-09 17:12:24,2017-04-20 10:12:24,2017-04-30 10:12:24,0,12,22,1,262.86,19.9,0.0757,1,consoles_games,3.0
O01736,C00826,PI,teresina,delivered,2017-08-11 12:31:18,2017-08-13 08:31:18,2017-08-28 12:31:18,2017-08-25 12:31:18,1,17,14,1,13.48,6.04,0.4481,1,moveis_sala,2.0
O01738,C00691,MT,varzea grande,delivered,2017-04-24 04:00:07,2017-04-25 07:00:07,2017-05-09 04:00:07,2017-05-07 04:00:07,1,15,13,1,66.37,29.55,0.4452,1,fashion_roupa_feminina,3.0
O01741,C01825,ES,serra,delivered,2017-12-10 08:59:32,2017-12-11 19:59:32,2017-12-30 08:59:32,2017-12-24 08:59:32,1,20,14,1,273.01,22.41,0.0821,1,casa_escritorio,2.0
O01753,C01397,RN,caico,delivered,2018-04-28 09:23:52,2018-04-28 13:23:52,2018-05-06 09:23:52,2018-05-08 09:23:52,0,8,10,1,323.58,29.98,0.0927,1,livros_interesse,4.0
O01764,C01319,SE,aracaju,delivered,2016-10-14 13:47:31,2016-10-15 04:47:31,2016-11-12 13:47:31,2016-10-21 13:47:31,1,29,7,2,634.39,24.51,0.0382,1,casa_limpeza,4.0
O01768,C00878,MS,três lagoas,delivered,2016-11-10 20:21:25,2016-11-12 05:21:25,2016-12-07 20:21:25,2016-11-24 20:21:25,1,27,14,1,249.24,14.36,0.0576,1,perfumaria,3.0
O01789,C01816,BA,itabuna,delivered,2017-03-01 04:57:44,2017-03-01 10:57:44,2017-03-18 04:57:44,2017-03-13 04:57:44,1,17,12,1,445.79,11.06,0.0248,1,casa_limpeza,4.0
O01801,C01070,TO,palmas,delivered,2018-09-30 09:00:54,2018-10-02 08:00:54,2018-10-14 09:00:54,2018-10-23 09:00:54,0,14,23,3,540.33,90.59,0.3736,1,audio,5.0
O01833,C01954,SE,nossa senhora do socorro,delivered,2016-11-03 00:54:31,2016-11-04 01:54:31,2016-11-18 00:54:31,2016-11-12 00:54:31,1,15,9,1,269.64,22.53,0.0836,0,cama_mesa_banho,1.0
O01846,C00540,RN,mossoro,delivered,2017-08-09 16:40:52,2017-08-10 05:40:52,2017-09-06 16:40:52,2017-08-21 16:40:52,1,28,12,1,229.32,47.22,0.2059,1,consoles_games,3.0
O01848,C00577,MA,imperatriz,delivered,2018-08-18 00:49:47,2018-08-18 12:49:47,2018-09-11 00:49:47,2018-08-24 00:49:47,1,24,6,1,287.92,37.14,0.129,0,beleza_saude,3.0
O01862,C01558,PR,ponta grossa,delivered,2018-05-13 23:33:43,2018-05-15 14:33:43,2018-06-10 23:33:43,2018-05-29 23:33:43,1,28,16,1,96.53,12.35,0.1279,1,alimentos_bebidas,5.0
O01863,C01180,RO,porto velho,delivered,2018-04-16 07:24:14,2018-04-17 09:24:14,2018-05-03 07:24:14,2018-04-26 07:24:14,1,17,10,1,80.83,35.67,0.4413,1,sinalizacao_seguranca,1.0
O01875,C01514,PR,londrina,delivered,2017-06-01 17:53:25,2017-06-02 21:53:25,2017-06-20 17:53:25,2017-06-20 17:53:25,0,19,19,1,202.97,25.54,0.1258,1,malas_acessorios,5.0
O01881,C00833,SP,santos,delivered,2017-06-20 12:20:35,2017-06-21 01:20:35,2017-06-26 12:20:35,2017-07-03 12:20:35,0,6,13,2,584.02,62.04,0.112,1,moveis_jardim,5.0
O01894,C01980,TO,gurupi,delivered,2018-03-02 04:47:25,2018-03-03 23:47:25,2018-03-12 04:47:25,2018-03-11 04:47:25,1,10,9,2,496.59,42.51,0.0776,1,casa_utilidades,2.0
O01897,C00589,MA,timon,delivered,2018-03-19 19:38:20,2018-03-21 02:38:20,2018-04-17 19:38:20,2018-03-31 19:38:20,1,29,12,2,76.64,23.72,0.3116,1,casa_conforto,2.0
O01913,C01762,PA,belem,delivered,2017-06-14 00:57:16,2017-06-14 12:57:16,2017-06-28 00:57:16,2017-07-01 00:57:16,0,14,17,1,370.34,32.59,0.088,1,casa_limpeza,4.0
O01940,C01722,PB,joao pessoa,delivered,2017-07-21 02:59:00,2017-07-22 19:59:00,2017-08-15 02:59:00,2017-08-04 02:59:00,1,25,14,1,308.91,6.9,0.0223,1,casa_escritorio,3.0
O01956,C00734,PB,patos,delivered,2017-04-02 08:53:52,2017-04-03 21:53:52,2017-04-12 08:53:52,2017-04-17 08:53:52,0,10,15,1,147.54,40.28,0.273,1,casa_construcao,4.0
O01973,C00713,AC,cruzeiro do sul,delivered,2017-06-27 08:59:16,2017-06-28 03:59:16,2017-07-25 08:59:16,2017-07-15 08:59:16,1,28,18,1,363.73,33.17,0.0912,1,market_place,3.0
O01977,C01482,DF,samambaia,delivered,2017-08-14 02:40:23,2017-08-15 15:40:23,2017-08-17 02:40:23,2017-08-23 02:40:23,0,3,9,3,682.01,114.2,0.8989,1,casa_garagem,3.0
O01978,C01838,SE,aracaju,delivered,2018-03-07 16:07:22,2018-03-07 23:07:22,2018-03-13 16:07:22,2018-03-18 16:07:22,0,6,11,3,541.85,85.01,0.5581,1,consoles_games,5.0
O01980,C01083,AL,penedo,delivered,2018-05-02 08:08:31,2018-05-02 21:08:31,2018-05-15 08:08:31,2018-05-27 08:08:31,0,13,25,1,284.43,9.86,0.0347,1,papelaria,5.0
O01989,C00476,AC,cruzeiro do sul,delivered,2018-08-02 05:38:04,2018-08-04 03:38:04,2018-08-21 05:38:04,2018-08-19 05:38:04,1,19,17,1,480.76,16.9,0.0352,1,artes,5.0
O01993,C01325,MG,belo horizonte,delivered,2018-09-27 23:41:41,2018-09-29 04:41:41,2018-10-02 23:41:41,2018-10-16 23:41:41,0,5,19,1,385.29,31.8,0.0825,1,relogios_presentes,3.0
O01998,C01540,GO,aparecida de goiania,delivered,2018-02-06 03:50:53,2018-02-08 02:50:53,2018-03-05 03:50:53,2018-02-16 03:50:53,1,27,10,1,178.83,44.87,0.2509,1,relogios_presentes,4.0
O02015,C01917,GO,luziania,delivered,2017-06-12 02:08:19,2017-06-12 19:08:19,2017-06-26 02:08:19,2017-07-07 02:08:19,0,14,25,2,575.17,58.91,0.1188,1,fashion_bolsas,4.0
O02058,C01457,RN,natal,delivered,2018-04-02 15:24:51,2018-04-04 02:24:51,2018-04-18 15:24:51,2018-04-24 15:24:51,0,16,22,5,1305.04,112.58,0.3023,1,artigos_nautica,4.0
O02066,C01534,TO,paraíso do tocantins,delivered,2017-12-27 19:10:24,2017-12-29 19:10:24,2018-01-12 19:10:24,2018-01-05 19:10:24,1,16,9,2,392.18,71.25,1.1451,1,eletrodomesticos_2,2.0
O02070,C01253,CE,fortaleza,delivered,2017-09-28 22:07:27,2017-09-30 09:07:27,2017-10-04 22:07:27,2017-10-12 22:07:27,0,6,14,2,432.78,82.3,0.3336,1,brinquedos,5.0
O02075,C00228,TO,paraíso do tocantins,delivered,2016-10-01 22:00:54,2016-10-02 02:00:54,2016-10-17 22:00:54,2016-10-19 22:00:54,0,16,18,1,487.78,37.53,0.0769,1,cool_stuff,5.0
O02078,C01105,PR,londrina,delivered,2018-02-05 23:36:55,2018-02-06 12:36:55,2018-02-14 23:36:55,2018-02-13 23:36:55,1,9,8,2,702.74,26.21,0.046,1,moveis_decoracao,4.0
O02080,C00554,AL,delmiro gouveia,delivered,2017-09-15 11:06:44,2017-09-16 21:06:44,2017-10-05 11:06:44,2017-09-20 11:06:44,1,20,5,1,165.98,44.78,0.2698,1,moveis_cozinha,1.0
O02081,C01916,PE,jaboatao,delivered,2018-03-06 21:43:33,2018-03-08 09:43:33,2018-03-22 21:43:33,2018-03-30 21:43:33,0,16,24,2,310.14,68.4,0.2294,1,beleza_saude,5.0
O02109,C01152,AC,rio branco,delivered,2016-09-06 23:26:07,2016-09-08 11:26:07,2016-09-23 23:26:07,2016-09-20 23:26:07,1,17,14,1,428.48,36.09,0.0842,1,fashion_roupa_masculina,3.0
O02129,C00794,CE,sobral,delivered,2017-11-29 19:46:22,2017-11-30 02:46:22,2017-12-26 19:46:22,2017-12-22 19:46:22,1,27,23,1,67.2,29.24,0.4351,1,fashion_esporte,1.0
O02145,C01737,TO,porto nacional,delivered,2017-08-27 00:38:55,2017-08-28 11:38:55,2017-08-30 00:38:55,2017-09-16 00:38:55,0,3,20,1,225.17,21.83,0.0969,1,carnes,5.0
O02152,C01118,AM,itacoatiara,delivered,2017-09-18 17:44:27,2017-09-20 09:44:27,2017-10-01 17:44:27,2017-10-03 17:44:27,0,13,15,2,444.93,74.77,0.1998,1,casa_limpeza,5.0
O02155,C00832,RN,caico,delivered,2017-02-27 15:58:26,2017-03-01 00:58:26,2017-03-13 15:58:26,2017-03-23 15:58:26,0,14,24,1,124.83,47.72,0.3823,1,moveis_jardim,5.0
O02158,C00918,AM,parintins,delivered,2018-08-07 10:22:26,2018-08-08 06:22:26,2018-08-17 10:22:26,2018-08-23 10:22:26,0,10,16,1,287.54,38.02,0.1322,1,fashion_bolsas,5.0
O02162,C00941,SE,estancia,delivered,2017-07-07 19:37:02,2017-07-08 12:37:02,2017-07-29 19:37:02,2017-07-18 19:37:02,1,22,11,1,38.1,9.67,0.2538,1,perfumaria,4.0
O02163,C00076,RJ,niteroi,delivered,2018-01-31 20:56:09,2018-02-01 11:56:09,2018-02-20 20:56:09,2018-02-05 20:56:09,1,20,5,2,363.86,68.42,0.289,1,casa_quarto,3.0
O02167,C00972,AM,itacoatiara,delivered,2018-10-27 02:04:34,2018-10-28 13:04:34,2018-11-24 02:04:34,2018-11-18 02:04:34,1,28,22,3,293.67,89.95,0.3579,1,eletrodomesticos,1.0
O02168,C00140,ES,cariacica,delivered,2018-03-02 18:51:50,2018-03-03 06:51:50,2018-03-20 18:51:50,2018-03-13 18:51:50,1,18,11,1,139.13,8.71,0.0626,1,casa_escritorio,5.0
O02170,C00642,DF,brasilia,delivered,2017-06-10 00:16:29,2017-06-10 08:16:29,2017-06-22 00:16:29,2017-06-28 00:16:29,0,12,18,3,346.19,61.84,0.5213,1,casa_quarto,5.0
O02178,C01990,TO,porto nacional,delivered,2018-02-13 10:22:01,2018-02-13 14:22:01,2018-03-06 10:22:01,2018-03-08 10:22:01,0,21,23,1,498.57,17.72,0.0355,1,fraldas_higiene,4.0
O02194,C01308,ES,vila velha,delivered,2016-10-17 02:44:01,2016-10-17 16:44:01,2016-10-30 02:44:01,2016-11-04 02:44:01,0,13,18,1,202.25,43.93,0.2172,1,telefonia,4.0
O02200,C01199,GO,luziania,delivered,2017-07-20 16:34:50,2017-07-21 07:34:50,2017-08-03 16:34:50,2017-07-27 16:34:50,1,14,7,4,751.36,90.12,0.275,1,carnes,3.0
O02202,C01546,BA,ilheus,delivered,2018-08-23 20:30:19,2018-08-25 20:30:19,2018-09-21 20:30:19,2018-09-07 20:30:19,1,29,15,3,860.04,94.96,0.3814,1,beleza_saude,4.0
O02207,C00121,CE,juazeiro do norte,delivered,2018-01-23 16:05:07,2018-01-25 03:05:07,2018-02-22 16:05:07,2018-02-13 16:05:07,1,30,21,1,220.61,10.38,0.0471,1,pc_gamer,3.0
O02208,C01469,DF,ceilandia,delivered,2017-03-11 02:24:14,2017-03-11 05:24:14,2017-03-15 02:24:14,2017-03-20 02:24:14,0,4,9,1,357.02,17.3,0.0485,1,alimentos_bebidas,4.0
O02212,C00445,CE,juazeiro do norte,delivered,2018-02-24 15:41:37,2018-02-26 00:41:37,2018-03-11 15:41:37,2018-03-19 15:41:37,0,15,23,1,274.82,37.79,0.1375,1,moda_roupa,5.0
O02222,C01873,MT,tangara da serra,delivered,2017-09-23 09:20:12,2017-09-24 04:20:12,2017-09-28 09:20:12,2017-10-10 09:20:12,0,5,17,1,302.49,13.8,0.0456,1,instrumentos_musicais,4.0
O02231,C00929,AM,manaus,delivered,2017-02-28 07:00:07,2017-03-01 17:00:07,2017-03-10 07:00:07,2017-03-23 07:00:07,0,10,23,3,608.44,26.95,0.0489,1,consoles_games,5.0
O02237,C01703,AP,santana,delivered,2018-01-24 13:00:27,2018-01-26 00:00:27,2018-02-10 13:00:27,2018-02-02 13:00:27,1,17,9,1,116.85,19.85,0.1699,1,moveis_cozinha,1.0
O02240,C00246,SP,santos,delivered,2017-02-12 03:13:41,2017-02-13 04:13:41,2017-03-13 03:13:41,2017-02-25 03:13:41,1,29,13,2,780.02,38.97,0.0469,1,cool_stuff,3.0
O02253,C00761,PA,maraba,delivered,2017-09-09 03:13:52,2017-09-10 15:13:52,2017-09-13 03:13:52,2017-10-03 03:13:52,0,4,24,4,1295.82,76.0,0.0605,1,artes,5.0
O02270,C00925,AC,tarauaca,delivered,2017-05-25 16:08:30,2017-05-26 03:08:30,2017-06-03 16:08:30,2017-06-16 16:08:30,0,9,22,1,42.84,46.79,1.0922,1,beleza_saude,5.0
O02282,C01634,PR,curitiba,delivered,2018-09-08 01:09:49,2018-09-08 13:09:49,2018-09-11 01:09:49,2018-09-19 01:09:49,0,3,11,3,338.08,139.04,0.8688,1,artes,4.0
O02283,C01382,SE,lagarto,delivered,2017-06-11 16:59:52,2017-06-12 19:59:52,2017-06-25 16:59:52,2017-06-26 16:59:52,0,14,15,2,567.2,29.96,0.052,1,construcao_ferramentas,4.0
O02291,C00523,SC,sao jose,delivered,2018-09-15 01:16:37,2018-09-16 13:16:37,2018-10-04 01:16:37,2018-10-03 01:16:37,1,19,18,1,387.36,46.94,0.1212,1,casa_utilidades,3.0
O02323,C00196,TO,araguaina,delivered,2016-11-30 23:16:55,2016-12-02 11:16:55,2016-12-23 23:16:55,2016-12-05 23:16:55,1,23,5,3,1089.04,105.84,0.0971,1,audio,4.0
O02329,C01305,SC,sao jose,delivered,2017-06-27 06:38:20,2017-06-28 09:38:20,2017-07-07 06:38:20,2017-07-13 06:38:20,0,10,16,1,253.69,10.6,0.0418,1,artes,5.0
O02344,C00485,MG,uberlandia,delivered,2016-09-11 15:08:49,2016-09-12 15:08:49,2016-10-07 15:08:49,2016-10-06 15:08:49,1,26,25,3,764.6,90.73,0.2518,1,eletrodomesticos_2,4.0
O02352,C01801,RR,mucajai,delivered,2018-07-19 12:20:12,2018-07-20 15:20:12,2018-08-05 12:20:12,2018-08-09 12:20:12,0,17,21,2,591.46,96.7,0.1642,1,casa_garagem,5.0
O02356,C00223,AC,feijo,delivered,2017-12-16 04:08:39,2017-12-17 13:08:39,2017-12-28 04:08:39,2017-12-25 04:08:39,1,12,9,1,445.43,19.97,0.0448,1,fashion_calcados,5.0
O02357,C00258,AC,sena madureira,delivered,2017-09-01 12:22:36,2017-09-02 09:22:36,2017-09-29 12:22:36,2017-09-12 12:22:36,1,28,11,2,402.98,52.52,0.1301,1,casa_utilidades,3.0
O02376,C01869,RO,ji-parana,delivered,2016-11-16 21:26:36,2016-11-17 03:26:36,2016-11-27 21:26:36,2016-11-22 21:26:36,1,11,6,1,286.32,36.01,0.1258,1,eletronicos,3.0
O02378,C00493,AM,manacapuru,delivered,2017-02-14 02:55:51,2017-02-15 23:55:51,2017-02-20 02:55:51,2017-03-09 02:55:51,0,6,23,2,224.08,21.47,0.0968,1,cool_stuff,5.0
O02383,C01777,CE,sobral,delivered,2018-03-21 11:27:25,2018-03-21 12:27:25,2018-03-26 11:27:25,2018-04-01 11:27:25,0,5,11,2,430.57,30.58,0.1051,1,casa_quarto,4.0
O02392,C01097,RJ,nova iguaçu,delivered,2017-07-05 12:41:17,2017-07-06 20:41:17,2017-07-15 12:41:17,2017-07-11 12:41:17,1,10,6,1,62.3,23.26,0.3734,1,moveis_escritorio,4.0
O02413,C01368,AL,rio largo,delivered,2018-01-26 15:05:58,2018-01-27 06:05:58,2018-01-31 15:05:58,2018-02-02 15:05:58,0,5,7,1,314.96,46.06,0.1462,1,casa_escritorio,5.0
O02414,C00007,TO,paraíso do tocantins,delivered,2018-01-20 04:37:46,2018-01-20 06:37:46,2018-02-16 04:37:46,2018-02-02 04:37:46,1,27,13,1,32.73,20.66,0.6312,1,casa_banheiro,4.0
