order_id,target_late,n_items,total_price,total_freight,freight_to_price_ratio,payment_installments,payment_type,promised_days,purchase_weekday,purchase_month,cross_state,product_category,seller_hist_late_rate
O01990,1,1,177.59,24.96,0.1405,4,boleto,15,4,10,0,casa_conforto_2,0.5192743764172335
O01764,1,2,634.39,24.51,0.0382,1,voucher,7,4,10,0,casa_limpeza,0.5203619909502263
O00933,1,3,754.06,78.17,0.108,2,debit_card,10,4,10,0,casa_garagem,0.5225225225225225
O03976,0,1,54.11,30.19,0.5579,3,debit_card,16,5,10,0,perfumaria,0.5257270693512305
O04777,0,1,304.96,29.29,0.096,3,debit_card,11,5,10,0,casa_limpeza,0.5245535714285714
O00585,1,1,466.93,29.37,0.0629,2,voucher,9,5,10,0,casa_escritorio,0.5233853006681515
O00402,0,1,34.26,5.31,0.155,2,boleto,24,5,10,0,consoles_games,0.5244444444444445
O03358,0,1,360.58,43.99,0.122,1,voucher,22,5,10,0,pc_gamer,0.5232815964523282
O03664,1,1,491.52,28.26,0.0575,2,debit_card,10,5,10,0,casa_conforto,0.5221238938053098
O04389,0,1,362.75,7.98,0.022,10,credit_card,21,5,10,0,dvds_blu_ray,0.5231788079470199
O03122,0,3,260.4,50.01,0.255,2,debit_card,23,5,10,0,casa_escritorio,0.6146842878120411
O02732,0,1,244.91,14.5,0.0592,12,debit_card,24,5,10,0,alimentos_bebidas,0.5185995623632386
O00848,1,2,898.92,50.92,0.057,6,voucher,7,5,10,0,casa_construcao,0.517467248908297
O02179,0,1,241.23,14.82,0.0614,7,boleto,22,6,10,0,fraldas_higiene,0.5195652173913043
O01828,1,2,431.03,71.94,0.1654,2,boleto,22,6,10,0,casa_quarto,0.5184381778741866
O01620,0,1,420.64,32.03,0.0761,2,voucher,15,6,10,0,cool_stuff,0.5205183585313174
O02371,0,3,701.28,50.22,0.1055,5,credit_card,14,6,10,0,consoles_games,0.5684865900383141
O02656,0,1,384.35,36.18,0.0941,4,credit_card,14,6,10,0,alimentos_bebidas,0.5160599571734475
O00167,1,5,1044.15,155.08,0.2503,4,boleto,19,6,10,0,casa_limpeza,0.5452991452991452
O00162,0,2,826.14,78.71,0.0958,7,credit_card,8,6,10,0,casa_banheiro,0.26004228329809725
O02936,1,1,313.99,36.28,0.1155,4,voucher,17,6,10,0,moveis_jardim,0.5178947368421053
O02457,0,1,10.97,44.61,4.0665,3,voucher,22,6,10,0,utilidades_domesticas,0.5189075630252101
O02194,0,1,202.25,43.93,0.2172,1,debit_card,18,0,10,0,telefonia,0.5178197064989518
O03089,1,1,115.49,41.64,0.3606,9,voucher,19,0,10,0,flores,0.5167364016736402
O04623,0,1,31.83,34.5,1.0839,1,credit_card,18,0,10,0,portateis_cozinha,0.5177453027139874
O04615,0,1,55.57,9.63,0.1733,3,boleto,25,0,10,0,casa_iluminacao,0.5166666666666667
O04184,0,1,64.2,49.72,0.7745,2,credit_card,17,0,10,0,casa_conforto_2,0.0
O01228,1,4,767.98,57.46,0.1042,2,voucher,25,1,10,0,artes,0.5145228215767634
O00890,0,1,280.06,39.68,0.1417,1,voucher,7,1,10,0,casa_conforto,0.5185185185185185
O04925,1,1,124.34,48.89,0.3932,3,voucher,13,1,10,0,consoles_games,0.5174537987679672
O01523,1,2,488.28,38.38,0.2155,2,credit_card,6,1,10,0,casa_banheiro,0.5092213114754098
O02748,0,1,169.76,33.84,0.1993,2,voucher,25,1,10,0,casa_conforto_2,0.5204081632653061
O03509,0,1,315.79,25.7,0.0814,1,credit_card,16,1,10,0,casa_cozinha,0.5193482688391039
O04483,0,1,154.02,17.14,0.1113,2,debit_card,24,2,10,0,moveis_jardim,0.5182926829268293
O04513,0,1,211.95,47.42,0.2237,1,boleto,7,2,10,0,moveis_presentes,0.5172413793103449
O02616,0,1,47.25,12.36,0.2616,5,boleto,21,2,10,0,cool_stuff,0.5161943319838057
O02863,1,1,47.46,15.93,0.3357,1,debit_card,22,2,10,0,casa_construcao,0.5151515151515151
O04679,0,1,52.78,16.88,0.3198,3,debit_card,16,2,10,0,casa_conforto_2,0.5161290322580645
O03373,0,2,539.15,94.59,0.2005,5,credit_card,22,2,10,0,fashion_esporte,0.6666666666666666
O01091,1,3,1059.26,100.29,0.1006,9,debit_card,20,2,10,0,carnes,0.5130260521042084
O02118,1,2,850.27,21.08,0.0249,9,credit_card,6,2,10,0,malas_acessorios,0.7579681274900398
O02985,1,1,381.98,22.5,0.0589,1,credit_card,9,2,10,0,casa_outros,0.6666666666666666
O02334,0,1,300.21,8.83,0.0294,1,boleto,12,3,10,0,sinalizacao_seguranca,0.75
O03119,1,2,326.03,44.38,0.4971,5,boleto,9,3,10,0,eletrodomesticos_2,0.5177865612648221
O01786,1,1,114.19,24.78,0.217,1,debit_card,6,3,10,0,artigos_nautica,0.6666666666666666
O02941,1,5,1138.24,72.74,0.0611,1,voucher,9,3,10,0,artigos_nautica,0.5206286836935167
O00481,1,1,471.26,17.73,0.0376,5,boleto,21,4,10,0,seguros_servicos,0.5252918287937743
O04020,1,2,678.61,35.02,0.0529,10,credit_card,16,4,10,0,alimentos_bebidas,0.5964401294498382
O01136,0,4,1104.32,103.49,0.1678,1,boleto,22,4,10,0,bebes,0.6320116054158607
O03873,1,1,267.08,43.35,0.1623,3,debit_card,10,4,10,0,artigos_nautica,0.5239923224568138
O04910,0,2,518.91,46.61,0.6163,1,debit_card,16,4,10,0,telefonia,0.524904214559387
O04852,1,2,636.36,50.93,0.0911,1,boleto,12,4,10,0,brinquedos,0.5229007633587787
O00241,0,1,158.79,6.94,0.0437,4,debit_card,25,4,10,0,carnes,0.5247148288973384
O01451,0,1,96.52,29.99,0.3107,7,voucher,21,4,10,0,construcao_ferramentas,0.523719165085389
O01726,0,2,290.7,75.19,0.9255,2,debit_card,23,4,10,0,casa_escritorio,0.428030303030303
O01227,1,2,615.67,62.92,0.1328,1,debit_card,5,5,10,0,livros_interesse,0.5937106918238994
O02977,0,1,407.77,49.66,0.1218,7,credit_card,10,5,10,0,audio,0.5225563909774437
O03557,1,1,336.77,10.12,0.0301,1,debit_card,12,5,10,0,casa_limpeza,0.6666666666666666
O04258,0,1,114.17,22.69,0.1987,1,boleto,15,5,10,0,casa_conforto,0.5224719101123596
O02575,1,2,745.12,70.85,0.0931,1,voucher,10,6,10,0,eletronicos,0.5214953271028038
O04047,1,2,550.35,58.58,0.1117,4,boleto,11,6,10,0,casa_quarto,0.5232774674115456
O04897,0,1,389.88,34.64,0.0888,4,voucher,18,6,10,0,la_cuisine,0.5250463821892394
O00209,1,1,463.96,18.78,0.0405,7,voucher,14,6,10,0,carnes,0.524074074074074
O02788,0,2,304.94,38.27,0.1161,1,debit_card,20,6,10,0,eletroportateis,0.6571428571428571
O01379,0,1,231.64,30.34,0.131,3,credit_card,22,6,10,0,moveis_presentes,0.5
O03410,0,2,789.94,65.01,0.0892,3,credit_card,25,0,10,0,casa_banheiro,0.6360294117647058
O02803,0,1,232.24,36.85,0.1587,3,boleto,15,0,10,0,carnes,0.6666666666666666
O02133,1,1,348.89,15.91,0.0456,3,boleto,11,1,10,0,flores,0.75
O02224,1,2,187.32,67.54,0.455,6,credit_card,19,1,10,0,moveis_escritorio,0.760036496350365
O01890,0,1,376.25,13.39,0.0356,6,debit_card,24,1,10,0,la_cuisine,0.5218181818181818
O02241,0,2,565.32,62.64,0.1154,4,credit_card,23,1,10,0,artes,0.29166666666666663
O00746,0,1,384.01,22.85,0.0595,4,boleto,25,1,10,0,casa_outros,0.5189873417721519
O00766,0,1,142.63,6.78,0.0475,3,debit_card,7,1,10,0,fashion_underwear,0.5180505415162455
O04602,1,1,377.52,23.42,0.062,2,debit_card,20,1,10,0,moveis_decoracao,0.5171171171171172
O03213,0,2,482.34,59.74,0.1232,3,debit_card,6,2,10,0,casa_iluminacao,0.5179856115107914
O04474,0,1,155.9,14.38,0.0922,5,debit_card,8,2,10,0,fashion_bolsas,0.5161290322580645
O01384,0,1,41.75,19.6,0.4695,1,credit_card,16,2,10,0,seguros_servicos,0.5152057245080501
O02874,1,1,273.55,43.21,0.158,8,voucher,18,2,10,0,cama_mesa_banho,0.5142857142857142
O00789,1,1,101.48,9.49,0.0935,6,debit_card,17,2,10,0,portateis_cozinha,0.5
O04468,1,2,882.96,53.48,0.0585,2,credit_card,11,3,10,0,carnes,0.5913404507710558
O04080,0,2,319.87,68.72,0.5731,5,credit_card,24,3,10,0,construcao_ferramentas,0.42553191489361697
O04028,1,1,75.42,32.56,0.4317,2,credit_card,11,3,10,0,moveis_escritorio,0.5159010600706714
O04827,0,2,221.81,56.78,0.2401,12,debit_card,6,3,10,0,moveis_jardim,0.5167548500881834
O00435,0,1,70.28,45.94,0.6537,8,debit_card,10,3,10,0,perfumaria,0.5149384885764499
O01195,1,1,31.07,11.43,0.3679,3,credit_card,18,3,10,0,pc_gamer,0.5140350877192983
O02424,1,2,535.7,53.38,0.089,1,boleto,5,3,10,0,casa_escritorio,0.2574430823117338
O03739,0,1,331.77,37.68,0.1136,1,credit_card,14,4,10,0,construcao_ferramentas,0.5165794066317626
O00894,0,2,291.86,69.57,0.5662,3,boleto,18,4,10,0,casa_conforto_2,0.5156794425087108
O03529,1,2,647.05,59.78,0.0918,12,boleto,16,4,10,0,consoles_games,0.5138888888888888
O02792,1,1,466.8,35.61,0.0763,7,credit_card,14,5,10,0,casa_conforto,0.5155709342560554
O03283,1,2,898.36,73.07,0.0816,7,voucher,24,5,10,0,fashion_roupa_masculina,0.5164075993091537
O01391,1,1,67.9,34.41,0.5068,4,debit_card,21,6,10,0,automotivo,0.5180722891566265
O01395,0,2,954.64,63.9,0.0666,7,boleto,13,6,10,0,cds_dvds_musicais,0.5189003436426117
O03387,1,2,680.7,61.27,0.1107,3,credit_card,7,6,10,0,perfumaria,0.2585616438356164
O01903,0,2,633.75,65.13,0.1114,4,voucher,9,6,10,0,casa_conforto,0.5187713310580204
O04452,1,2,729.45,50.48,0.0796,3,debit_card,10,0,10,0,eletrodomesticos,0.35850340136054426
O04245,1,1,124.15,39.44,0.3177,2,credit_card,11,0,10,0,dvds_blu_ray,0.5186440677966102
O00580,0,2,275.33,59.46,0.4111,1,credit_card,14,0,10,0,fashion_underwear,0.7597292724196277
O00057,0,1,323.8,10.54,0.0326,1,voucher,20,0,10,0,utilidades_domesticas,0.5177065767284992
O01843,0,2,423.44,72.78,0.1942,1,debit_card,24,1,11,0,cool_stuff,0.7584175084175084
O03769,0,1,374.12,19.98,0.0534,3,credit_card,17,1,11,0,moveis_escritorio,0.6666666666666666
O01243,1,1,288.07,45.21,0.1569,2,boleto,11,1,11,0,casa_construcao,0.5142378559463987
O00775,1,1,127.6,29.25,0.2292,2,voucher,17,1,11,0,casa_utilidades,0.5150501672240803
O03275,1,2,703.76,82.6,0.1365,1,voucher,9,1,11,0,moda_roupa,0.424596549805231
O01376,1,1,288.18,32.99,0.1145,7,credit_card,13,1,11,0,casa_garagem,0.5174708818635607
O00564,0,1,251.43,6.87,0.0273,4,credit_card,15,1,11,0,papelaria,0.5182724252491694
O02879,0,2,596.3,77.81,0.1906,2,voucher,21,1,11,0,eletrodomesticos_2,0.5174129353233831
O02699,1,3,653.12,86.15,0.1886,1,boleto,22,1,11,0,brinquedos,0.515702479338843
O00964,0,2,405.18,78.04,0.2105,2,boleto,19,2,11,0,casa_iluminacao,0.5180921052631579
O00400,1,1,278.4,23.58,0.0847,3,voucher,8,2,11,0,papelaria,0.3333333333333333
O01301,1,2,190.34,56.74,0.3077,6,voucher,5,2,11,0,moveis_jardim,0.5171849427168577
O02054,1,3,674.66,128.36,0.3583,7,credit_card,12,2,11,0,audio,0.595142287475077
O00786,1,2,182.12,66.59,0.3524,7,debit_card,19,2,11,0,eletronicos,0.42721861471861466
O01833,1,1,269.64,22.53,0.0836,4,boleto,9,3,11,0,cama_mesa_banho,0.5226537216828478
O04719,1,1,499.87,41.99,0.084,6,credit_card,13,3,11,0,malas_acessorios,0.5234248788368336
O00660,1,1,135.18,41.47,0.3068,2,credit_card,13,3,11,0,fraldas_higiene,1.0
O04885,0,1,456.27,30.46,0.0668,12,debit_card,21,3,11,0,casa_limpeza,0.5249597423510467
O04260,1,1,209.21,29.58,0.1414,2,boleto,7,3,11,0,moveis_sala,0.5241157556270096
O01585,0,1,282.07,48.76,0.1729,3,voucher,17,3,11,0,artigos_nautica,1.0
O01599,1,1,440.8,32.03,0.0727,1,debit_card,5,4,11,0,casa_iluminacao,0.5240384615384616
O03331,0,1,320.16,12.5,0.039,4,boleto,25,5,11,0,flores,0.6666666666666666
O01131,0,4,855.07,113.8,0.1514,4,credit_card,23,5,11,0,beleza_saude,0.7143237486687966
O00911,0,2,333.17,36.27,0.3506,3,boleto,13,5,11,0,carnes,0.5103174603174603
O01096,1,1,181.07,33.31,0.184,7,boleto,20,5,11,0,alimentos_bebidas,0.3333333333333333
O02048,0,1,115.61,11.8,0.1021,1,voucher,23,5,11,0,utilidades_domesticas,0.5197472353870458
O04997,0,2,647.57,23.97,0.0379,4,voucher,21,5,11,0,artigos_nautica,0.5
O04712,1,1,291.39,46.52,0.1596,7,debit_card,24,6,11,0,seguros_servicos,0.5172955974842768
O02219,1,1,466.28,20.6,0.0442,1,debit_card,12,6,11,0,moda_roupa,0.0
O03427,0,4,879.7,80.43,0.1195,3,debit_card,13,6,11,0,casa_conforto,0.27970219435736676
O04166,1,3,791.0,37.26,0.0621,6,credit_card,6,6,11,0,casa_garagem,0.5607476635514018
O01355,1,1,133.04,32.39,0.2435,1,credit_card,6,6,11,0,malas_acessorios,0.517829457364341
O04253,0,1,375.72,11.58,0.0308,4,credit_card,9,0,11,0,moveis_sala,0.5185758513931888
O02136,1,2,543.02,56.77,0.1133,1,debit_card,15,0,11,0,artigos_nautica,0.517774343122102
O04045,0,1,449.53,34.71,0.0772,3,credit_card,10,0,11,0,casa_conforto_2,0.5192604006163328
O04043,0,2,328.75,53.08,0.4134,2,boleto,25,0,11,0,moveis_escritorio,0.75
O03322,0,2,358.12,54.83,0.2264,1,credit_card,13,0,11,0,la_cuisine,0.2584355828220859
O01237,1,2,469.05,51.27,0.1876,1,voucher,13,1,11,0,papelaria,0.5909785932721712
O00417,0,1,235.62,11.12,0.0472,4,credit_card,15,1,11,0,casa_utilidades,0.5167682926829268
O04674,1,1,62.47,15.01,0.2403,12,debit_card,8,1,11,0,casa_conforto,0.5159817351598174
O01104,0,1,305.19,38.23,0.1253,2,boleto,23,2,11,0,pc_gamer,0.4
O00233,0,1,331.05,26.49,0.08,9,boleto,7,2,11,0,sinalizacao_seguranca,0.5159332321699545
O02679,1,1,446.74,14.57,0.0326,1,debit_card,24,2,11,0,casa_garagem,0.75
O02553,1,1,402.05,40.25,0.1001,10,boleto,7,2,11,0,carnes,0.0
O04666,0,1,419.48,6.67,0.0159,4,voucher,18,2,11,0,casa_iluminacao,0.5166163141993958
O04345,0,3,1049.84,78.4,0.0802,3,credit_card,13,3,11,0,casa_iluminacao,0.2830568124685772
O02851,1,2,353.88,61.56,0.1786,7,credit_card,5,3,11,0,automotivo,0.5067567567567568
O03136,1,1,147.26,20.62,0.14,9,credit_card,16,3,11,0,casa_garagem,0.5
O01204,1,4,945.83,58.01,0.0782,1,debit_card,11,3,11,0,casa_outros,0.5534379671150972
O01735,0,1,170.57,33.91,0.1988,1,boleto,24,3,11,0,dvds_blu_ray,0.5185735512630015
O04016,1,2,620.94,46.88,0.0737,4,voucher,16,3,11,0,beleza_saude,0.3333333333333333
O04079,1,4,800.09,131.69,0.3353,1,debit_card,12,3,11,0,casa_garagem,0.7548076923076923
O01768,1,1,249.24,14.36,0.0576,8,debit_card,14,3,11,0,perfumaria,0.3333333333333333
O02421,1,1,296.74,27.26,0.0919,4,boleto,10,3,11,0,carnes,0.5227606461086637
O00299,0,3,925.51,82.33,0.1133,5,boleto,23,3,11,0,artigos_nautica,0.5234604105571847
O00197,1,1,287.09,16.9,0.0589,5,debit_card,6,4,11,0,casa_utilidades,0.5211678832116788
O04957,1,1,280.15,23.58,0.0842,5,debit_card,7,4,11,0,casa_conforto,0.521865889212828
O01292,0,1,267.55,49.51,0.185,2,boleto,9,5,11,0,casa_utilidades,0.8
O03658,1,2,448.96,49.85,0.1099,4,boleto,13,5,11,0,papelaria,0.5218023255813954
O02587,0,2,357.14,84.88,0.2553,2,voucher,23,5,11,0,livros_interesse,0.5231884057971015
O00053,0,1,366.2,16.8,0.0459,1,voucher,19,5,11,0,portateis_casa_forno_cafe,0.5216763005780347
O01996,0,2,658.4,51.6,0.0849,1,credit_card,24,5,11,0,casa_banheiro,0.38546176046176045
O02157,0,2,368.49,59.37,0.2012,1,debit_card,13,6,11,0,eletrodomesticos_2,0.625
O00711,0,1,389.37,49.77,0.1278,10,credit_card,22,6,11,0,sinalizacao_seguranca,0.3333333333333333
O01682,1,2,77.73,41.04,0.4558,1,credit_card,22,6,11,0,casa_utilidades,0.5919293218720152
O04363,0,2,318.43,50.27,0.1661,2,voucher,24,6,11,0,automotivo,0.5185714285714286
O04386,0,1,414.87,20.27,0.0489,1,voucher,14,6,11,0,market_place,0.5170940170940171
O04179,0,1,48.95,27.53,0.5624,4,voucher,19,0,11,0,casa_quarto,0.5163584637268848
O01526,1,1,101.18,15.7,0.1552,1,credit_card,13,0,11,0,casa_garagem,0.5
O03575,1,1,162.04,18.35,0.1132,1,boleto,8,0,11,0,construcao_ferramentas,0.5163120567375886
O01011,1,1,315.98,45.96,0.1455,1,credit_card,7,0,11,0,sinalizacao_seguranca,0.5169971671388102
O04198,1,2,397.55,26.59,0.0664,2,debit_card,11,0,11,0,cool_stuff,0.4255068363979255
O00065,0,1,260.23,20.1,0.0772,10,credit_card,24,0,11,0,fashion_esporte,0.5190409026798307
O01985,0,2,471.76,84.23,0.2697,4,credit_card,11,0,11,0,construcao_ferramentas,0.5183098591549296
O03975,0,1,135.17,49.92,0.3693,2,debit_card,15,0,11,0,portateis_cozinha,0.5168539325842697
O01485,0,3,1092.82,100.96,0.1068,1,credit_card,8,1,11,0,casa_conforto_2,0.6774193548387096
O03418,0,2,547.37,63.58,0.1155,12,boleto,13,1,11,0,casa_cozinha,0.4236499068901304
O04962,0,1,290.08,10.23,0.0353,1,credit_card,12,1,11,0,casa_quarto,0.5125348189415042
O02842,1,3,823.93,72.06,0.1149,6,credit_card,12,1,11,0,automotivo,0.5372739916550765
O00430,0,1,25.76,17.42,0.6762,2,debit_card,20,1,11,0,construcao_ferramentas,0.5138504155124654
O04490,0,3,722.46,84.48,0.1311,8,debit_card,10,1,11,0,moveis_escritorio,0.6754264638082065
O04227,1,2,643.63,52.34,0.0818,1,voucher,20,1,11,0,la_cuisine,0.5888429752066116
O00935,1,1,94.52,47.2,0.4994,1,credit_card,21,1,11,0,construcao_ferramentas,0.5123626373626373
O03107,0,1,197.1,15.47,0.0785,1,credit_card,21,1,11,0,eletroportateis,0.5130315500685871
O01146,1,1,40.37,33.12,0.8204,8,credit_card,22,2,11,0,musica_arte,0.6666666666666666
O03814,1,1,461.41,11.3,0.0245,1,voucher,17,2,11,0,casa_conforto_2,0.3333333333333333
O02509,0,1,330.63,38.22,0.1156,1,voucher,23,2,11,0,eletroportateis,0.5136612021857924
O01674,0,1,133.18,49.8,0.3739,1,voucher,10,2,11,0,artes,0.625
O02025,0,1,336.14,21.17,0.063,1,voucher,25,2,11,0,casa_outros,0.5122615803814714
O02376,1,1,286.32,36.01,0.1258,5,debit_card,6,2,11,0,eletronicos,0.3333333333333333
O01763,1,2,580.17,76.37,0.1318,4,debit_card,16,2,11,0,audio,0.5122282608695652
O02736,1,1,137.58,15.52,0.1128,9,boleto,6,2,11,0,beleza_saude,0.6
O01957,1,1,361.59,24.54,0.0679,2,boleto,5,2,11,0,moveis_escritorio,0.6666666666666666
O00229,0,2,274.22,76.27,0.5576,1,credit_card,10,3,11,0,dvds_blu_ray,0.5148648648648648
O01714,0,3,891.62,124.02,0.1612,2,credit_card,15,3,11,0,casa_construcao,0.3423180592991914
O01571,1,1,445.71,21.3,0.0478,1,credit_card,12,3,11,0,seguros_servicos,0.5114093959731544
O01012,0,3,320.71,103.09,0.4383,8,credit_card,19,3,11,0,casa_garagem,0.674709562109026
O01992,1,1,137.61,46.06,0.3347,9,boleto,7,3,11,0,perfumaria,0.25
O02645,1,1,425.75,31.97,0.0751,3,voucher,17,4,11,0,fashion_roupa_feminina,0.5106666666666667
O03941,0,5,771.7,150.71,0.3295,4,boleto,23,4,11,0,casa_conforto_2,0.5767909454061251
O04999,0,3,788.76,59.38,0.0871,1,boleto,23,4,11,0,casa_construcao,0.5026455026455027
O04465,1,3,975.9,73.25,0.1239,2,voucher,7,4,11,0,carnes,0.3908651734738691
O01758,1,2,267.66,46.77,0.5732,3,debit_card,11,4,11,0,consoles_games,0.5039370078740157
O00760,1,1,204.3,12.14,0.0594,6,voucher,10,5,11,0,artes,0.5091623036649214
O02381,0,2,657.21,31.88,0.0487,9,debit_card,23,5,11,0,flores,0.42156862745098034
O03368,0,1,113.23,31.01,0.2739,3,debit_card,21,5,11,0,casa_limpeza,0.5084745762711864
O00244,0,1,29.29,40.7,1.3896,4,boleto,21,5,11,0,eletroportateis,0.25
O03785,0,1,142.8,22.6,0.1583,3,credit_card,16,6,11,0,casa_garagem,0.5071521456436932
O02967,1,2,489.84,82.84,0.1706,5,credit_card,22,6,11,0,la_cuisine,0.6666666666666666
O02260,0,1,350.17,6.26,0.0179,2,debit_card,21,6,11,0,moveis_decoracao,0.5077720207253886
O03562,0,1,490.43,41.86,0.0854,1,debit_card,21,6,11,0,moveis_cozinha,0.5071151358344114
O02131,1,1,413.58,25.86,0.0625,4,voucher,5,6,11,0,moveis_decoracao,0.5064599483204134
O02612,1,3,700.89,123.2,0.1825,8,credit_card,13,6,11,0,beleza_saude,0.4801433691756272
O01393,0,1,301.13,18.67,0.062,3,voucher,16,6,11,0,artes,0.0
O03207,0,3,640.44,105.8,0.2195,1,debit_card,13,6,11,0,casa_lavanderia,0.5055626872058193
O03635,0,1,449.09,19.4,0.0432,1,debit_card,10,6,11,0,perfumaria,0.5063938618925832
O04693,1,1,310.91,32.8,0.1055,6,debit_card,7,0,11,0,automotivo,0.5057471264367817
O02831,0,2,528.58,60.46,0.1061,3,boleto,21,0,11,0,audio,0.16666666666666666
O03978,1,1,251.81,33.45,0.1328,3,debit_card,14,0,11,0,casa_cozinha,0.0
O00853,1,1,445.93,42.07,0.0943,5,credit_card,9,0,11,0,construcao_ferramentas,0.5
O04985,0,1,405.21,25.54,0.063,4,boleto,20,0,11,0,casa_quarto,0.0
O02533,0,2,368.52,73.79,0.5973,3,voucher,10,0,11,0,eletrodomesticos_2,0.5057034220532319
O02374,0,1,177.32,28.82,0.1625,5,voucher,11,1,11,0,ferramentas_jardim,0.75
O00138,0,4,894.66,141.37,0.2957,5,credit_card,22,1,11,0,casa_garagem,0.6190025252525253
O03822,1,2,101.95,43.67,0.7892,1,voucher,16,1,11,0,fashion_calcados,0.5839614740368508
O01039,0,3,404.99,34.66,0.0798,8,debit_card,25,1,11,0,construcao_ferramentas,0.3619465329991646
O00117,0,2,679.53,74.75,0.1079,6,boleto,16,1,11,0,cool_stuff,0.41697877652933835
O04603,1,1,485.02,49.96,0.103,1,credit_card,14,1,11,0,construcao_ferramentas,0.49937733499377335
O02707,0,2,623.06,37.31,0.065,1,credit_card,24,1,11,0,casa_garagem,0.5833333333333333
O03476,1,1,173.87,28.6,0.1645,1,debit_card,6,2,11,0,pc_gamer,0.4987593052109181
O04636,0,1,490.28,46.44,0.0947,3,debit_card,5,2,11,0,portateis_cozinha,0.4993804213135068
O04256,0,1,321.3,42.7,0.1329,3,voucher,12,2,11,0,fashion_roupa_masculina,0.49876237623762376
O02793,1,5,1605.32,149.09,0.0981,5,credit_card,5,2,11,0,alimentos_bebidas,0.36592501030078284
O02358,1,5,1204.53,191.34,0.3017,3,boleto,17,2,11,0,cama_mesa_banho,0.7502457002457003
O03744,1,1,169.62,26.28,0.1549,7,credit_card,12,2,11,0,carnes,0.5042735042735043
O01217,1,1,310.14,30.16,0.0972,1,boleto,8,2,11,0,casa_outros,0.25
O00404,1,1,361.76,5.35,0.0148,2,debit_card,9,2,11,0,moveis_decoracao,0.5054811205846529
O02753,1,1,38.53,8.61,0.2235,1,debit_card,6,2,11,0,eletronicos,0.5060827250608273
O03639,0,1,332.51,8.92,0.0268,1,voucher,11,2,11,0,relogios_presentes,0.25
O04289,1,1,461.13,6.42,0.0139,1,debit_card,15,3,11,0,beleza_saude,0.0
O04241,1,4,1010.68,83.61,0.153,7,boleto,23,3,11,0,alimentos_bebidas,0.5033333333333334
O00135,1,2,261.78,57.84,0.3009,1,voucher,25,3,11,0,brinquedos,0.5
O02758,0,1,469.73,36.02,0.0767,7,boleto,23,3,11,0,fashion_calcados,0.75
O04072,0,3,1079.84,106.74,0.1037,1,voucher,12,3,11,0,casa_quarto,0.5096153846153846
O04482,1,1,445.5,30.66,0.0688,2,credit_card,19,4,11,0,casa_cozinha,0.5077844311377245
O02403,1,3,1034.47,72.36,0.0671,1,boleto,14,4,11,0,casa_conforto,0.7527910685805423
O01554,1,1,11.86,36.27,3.0582,2,credit_card,5,4,11,0,alimentos_bebidas,0.5
O03411,1,1,192.68,44.61,0.2315,1,debit_card,17,4,11,0,musica_arte,0.3333333333333333
O04528,0,1,288.36,15.35,0.0532,8,voucher,25,4,11,0,casa_conforto_2,0.5
O04121,1,1,289.96,18.07,0.0623,3,credit_card,7,5,11,0,fashion_underwear,0.5106888361045131
O01917,1,2,632.17,45.23,0.075,1,voucher,20,5,11,0,esporte_lazer,0.5112692763938316
O01467,1,1,222.61,42.91,0.1928,5,debit_card,19,5,11,0,papelaria,0.5124260355029586
O02665,1,1,246.0,20.72,0.0842,8,debit_card,12,5,11,0,beleza_saude,0.6666666666666666
O04287,0,1,406.45,15.52,0.0382,3,voucher,21,5,11,0,papelaria,0.5
O01613,0,2,465.45,59.66,0.139,1,debit_card,5,5,11,0,casa_quarto,0.38148584905660377
O00857,0,4,837.6,114.63,0.253,4,boleto,20,5,11,0,casa_cozinha,0.5392156862745098
O02263,0,3,813.82,79.79,0.1083,5,boleto,24,6,11,0,fashion_roupa_feminina,0.336455893832943
O03195,0,2,541.07,51.36,0.1071,1,debit_card,15,6,11,0,artes,0.5037922987164527
O03482,0,1,135.74,26.72,0.1968,2,debit_card,24,6,11,0,brinquedos,0.5064027939464494
O04740,0,1,466.24,17.29,0.0371,1,boleto,25,6,11,0,alimentos_bebidas,0.3333333333333333
O00198,1,1,219.3,41.3,0.1883,3,voucher,6,0,11,0,papelaria,0.5052264808362369
O04349,1,1,176.29,17.82,0.1011,5,debit_card,7,0,11,0,moveis_presentes,0.505800464037123
O04653,1,2,981.34,64.86,0.0661,4,boleto,15,0,11,0,casa_garagem,0.5531865585168019
O03280,0,1,45.96,32.77,0.713,1,boleto,12,0,11,0,casa_conforto_2,0.507514450867052
O02517,1,1,180.78,36.33,0.201,1,debit_card,22,0,11,0,carnes,0.5
O00365,1,3,637.87,73.35,0.1243,6,boleto,20,0,11,0,brinquedos,0.3787485582468281
O04200,0,1,84.06,20.98,0.2496,9,credit_card,20,0,11,0,moveis_escritorio,0.75
O01921,1,1,316.42,43.44,0.1373,3,debit_card,17,1,11,0,eletroportateis,0.5080459770114942
O03777,0,1,224.6,17.72,0.0789,1,credit_card,22,1,11,0,esporte_lazer,0.0
O03588,0,1,273.48,41.0,0.1499,1,boleto,23,2,11,0,malas_acessorios,0.3333333333333333
